taxid,parent_taxid,rank,scientific_name,common_name
221157,130838,subspecies,Ochotona nubrica lhasaensis,
221158,130838,subspecies,Ochotona nubrica lama,
221159,174883,subspecies,Ochotona brookei calloceps,
221160,9977,species,Ochotona iliensis,Ili pika
221272,27673,species,Plecotus sardus,
221446,27662,species,Uroderma magnirostrum,brown tent-making bat
221578,40141,genus,Rhagomys,
221579,221578,species,Rhagomys rufescens,Brazilian arboreal mouse
221682,51345,species,Graphiurus lorraineus,Lorrain dormouse
221693,55143,genus,Myomimus,
221694,221693,species,Myomimus roachi,Roach's mouse-tailed dormouse
221695,53276,species,Eliomys melanurus,Asian garden dormouse
221696,55144,species,Dryomys laniger,woolly dormouse
221698,51345,species,Graphiurus ocularis,spectacled dormouse
221699,51345,species,Graphiurus platyops,rock dormouse
221700,51345,species,Graphiurus microtis,small-eared dormouse
221701,2618603,species,Tamiasciurus sp. 5813,
221702,2635303,species,Glaucomys sp. 4660,
221912,187267,species,Pseudomys nanus,western chestnut mouse
221913,187267,species,Pseudomys hermannsburgensis,sandy inland mouse
221914,187267,species,Pseudomys desertor,brown desert mouse
221923,9756,genus,Indopacetus,
221924,221923,species,Indopacetus pacificus,Longman's beaked whale
221980,94398,subspecies,Equus kiang kiang,Indian Kiang
221981,9794,subspecies,Equus hemionus onager,Persian onager
222416,54136,species,Trachypithecus auratus,Javan langur
222417,2688256,species,Aotus sp. NIM-2003,
222862,9803,genus,Coelodonta,
222863,222862,species,Coelodonta antiquitatis,woolly rhinoceros
223564,9310,subspecies,Potorous tridactylus apicalis,
223565,9310,subspecies,Potorous tridactylus tridactylus,
223566,65619,genus,Caloprymnus,
223567,223566,species,Caloprymnus campestris,desert rat kangaroo
223568,65620,species,Bettongia gaimardi,Tasmanian bettong
223847,38603,species,Dendrolagus spadix,lowland tree kangaroo
223998,9863,subspecies,Cervus nippon yesoensis,Hokkaido sika deer
224329,542827,species,Rhinopithecus brelichi,Gray snub-nosed monkey
224400,2640889,species,Dendrolagus sp. ME-2003,
224731,9742,subspecies,Phocoena phocoena vomerina,
224732,9741,species,Phocoena phocoena x Phocoenoides dalli,
224954,9373,genus,Scaptonyx,
225042,69260,subspecies,Dendrolagus goodfellowi buergersi,
225045,38604,subspecies,Dendrolagus inustus finschi,
225176,9852,subspecies,Alces alces shirasi,
225199,84622,species,Lagidium wolffsohni,Wolffsohn's Viscacha
225365,2747332,species,Marmosa andersoni,Anderson's mouse opossum
225399,9434,species,Myotis chinensis,large Myotis
225400,9434,species,Myotis davidii,
225401,9434,species,Myotis formosus,Hodgson's bat
225402,2747333,species,Marmosa mexicana,Mexican mouse opossum
225403,13615,species,Monodelphis theresa,Theresa's short-tailed opossum
225404,42721,species,Marmosops incanus,gray slender mouse opossum
225405,9271,species,Philander frenatus,Southeastern four-eyed oppossum
225727,126287,genus,Tlacuatzin,
225728,225727,species,Tlacuatzin canescens,grayish mouse opossum
225729,42718,species,Marmosa paraguayana,Tate's woolly mouse opossum
226545,337736,genus,Dremomys,
226546,226545,species,Dremomys rufigenis,Asian red-cheeked squirrel
226547,337736,genus,Exilisciurus,
226548,226547,species,Exilisciurus concinnus,Philippine pygmy squirrel
226549,226547,species,Exilisciurus exilis,least pygmy squirrel
226550,337736,genus,Glyphotes,
226551,226550,species,Glyphotes simus,sculptor squirrel
226554,337736,genus,Hyosciurus,
226555,226554,species,Hyosciurus heinrichi,montane long-nosed squirrel
226557,337736,genus,Lariscus,
226558,226557,species,Lariscus insignis,three-striped ground squirrel
226562,337736,genus,Nannosciurus,
226563,226562,species,Nannosciurus melanotis,black-eared squirrel
226566,337736,genus,Prosciurillus,
226567,226566,species,Prosciurillus murinus,Celebes dwarf squirrel
226570,337736,genus,Rhinosciurus,
226571,226570,species,Rhinosciurus laticaudatus,shrew-faced squirrel
226572,337736,genus,Rubrisciurus,
226573,226572,species,Rubrisciurus rubriventer,Sulawesi giant squirrel
226574,337736,genus,Sundasciurus,Sunda squirrels
226575,226574,species,Sundasciurus brookei,Brooke's squirrel
226576,337736,genus,Tamiops,
226577,226576,species,Tamiops swinhoei,
226678,64675,species,Funambulus palmarum,Indian palm squirrel
226679,337737,genus,Funisciurus,rope squirrels
226680,226679,species,Funisciurus pyrropus,fire-footed rope squirrel
226681,47972,species,Paraxerus alexandri,Alexander's bush squirrel
226682,337733,genus,Epixerus,
226683,226682,species,Epixerus wilsoni,Biafran palm squirrel
226684,337733,genus,Heliosciurus,sun squirrels
226685,226684,species,Heliosciurus ruwenzorii,Ruwenzori sun squirrel
226686,337733,genus,Myosciurus,
226687,226686,species,Myosciurus pumilio,African pygmy squirrel
226691,337733,genus,Protoxerus,
226692,226691,species,Protoxerus stangeri,forest giant squirrel
226694,337748,genus,Aeretes,
226695,226694,species,Aeretes melanopterus,North Chinese flying squirrel
226696,337748,genus,Aeromys,
226697,226696,species,Aeromys tephromelas,black flying squirrel
226698,337748,genus,Eupetaurus,
226699,226698,species,Eupetaurus cinereus,woolly flying squirrel
226810,337748,genus,Eoglaucomys,
226811,226810,species,Eoglaucomys fimbriatus,Kashmir flying squirrel
226812,337748,genus,Iomys,
226813,226812,species,Iomys horsfieldi,Javanese flying squirrel
226814,337748,genus,Petaurillus,
226815,226814,species,Petaurillus kinlochii,Selangor pygmy flying squirrel
226816,337748,genus,Pteromyscus,
226817,226816,species,Pteromyscus pulverulentus,smoky flying squirrel
226818,337748,genus,Trogopterus,
226819,226818,species,Trogopterus xanthipes,complex-toothed flying squirrel
226820,337720,genus,Ratufa,
226821,226820,species,Ratufa affinis,pale giant squirrel
226822,226820,species,Ratufa bicolor,black giant squirrel
226834,337752,genus,Rheithrosciurus,
226835,226834,species,Rheithrosciurus macrotis,tufted ground squirrel
226840,337752,genus,Syntheosciurus,
226841,226840,species,Syntheosciurus brochus,Bangs's mountain squirrel
226848,337730,genus,Sciurotamias,
226849,226848,species,Sciurotamias davidianus,Pere David's rock squirrel
226854,337729,genus,Atlantoxerus,
226855,226854,species,Atlantoxerus getulus,Barbary ground squirrel
226859,337729,genus,Xerus,African ground squirrels
226860,226859,species,Xerus rutilus,unstriped ground squirrel
226865,45476,species,Microsciurus alfari,Central American dwarf squirrel
226870,10001,species,Sciurus granatensis,red-tailed squirrel
226872,10001,species,Sciurus ignitus,Bolivian squirrel
226875,10001,species,Sciurus variegatoides,variegated squirrel
226940,9761,family,Neobalaenidae,
227087,9353,species,Bradypus torquatus,Maned three-toed sloth
227165,34878,genus,Megaloceros,
227166,227165,species,Megaloceros giganteus,Irish elk
227167,9860,subspecies,Cervus elaphus montanus,
227508,948953,family,Megalonychidae,two-toed sloths
227729,10158,genus,Pipanacoctomys,
227730,227729,species,Pipanacoctomys aureus,
227738,45484,subspecies,Sciurillus pusillus kuhlii,
227739,226872,subspecies,Sciurus ignitus argentinius,
227858,2643178,species,Manis sp. JG-2003,
227887,62292,species,Chimarrogale himalayica,Himalayan water shrew
228255,9870,subspecies,Rangifer tarandus fennicus,
228256,9870,subspecies,Rangifer tarandus pearyi,
228401,9612,subspecies,Canis lupus lycaon,eastern Canadian wolf
228609,9977,species,Ochotona pusilla,steppe pika
229052,176114,species,Microgale longicaudata,lesser long-tailed shrew tenrec
229053,176114,species,Microgale principula,greater long-tailed shrew tenrec
229054,176114,species,Microgale pusilla,least shrew tenrec
229288,862507,species,Mus gratus,
230078,337963,genus,Megadontomys,
230079,230078,species,Megadontomys thomasi,Thomas's giant deer mouse
230080,337963,genus,Neotomodon,
230081,230080,species,Neotomodon alstoni,Mexican volcano mouse
230082,10040,species,Peromyscus zarhynchus,Chiapan deer mouse
230083,40141,genus,Deltamys,
230084,230083,species,Deltamys kempi,Kemp's akodont
230106,218788,species,Juliomys rimofrons,
230112,10069,species,Akodon reigi,
230113,10069,species,Akodon paranaensis,Parana akodont
230151,230084,subspecies,Deltamys kempi langutthi,
230171,30527,subspecies,Ovis ammon karelini,
230172,30527,subspecies,Ovis ammon polii,
230186,10069,species,Akodon affinis,Colombian grass mouse
230187,10069,species,Akodon spegazzinii,Spegazzini's grass mouse
230653,9539,species,Macaca pagensis,Mentawai macaque
230741,9986,subspecies,Oryctolagus cuniculus algirus,
230833,1812035,species,Plecturocebus donacophilus,Bolivian gray titi
230844,10042,subspecies,Peromyscus maniculatus bairdii,prairie deer mouse
231150,9662,subspecies,Meles meles arcalus,
231151,9661,species,Meles canescens,
231237,13712,species,Tamias amoenus x Tamias ruficaudus,
231416,9923,subspecies,Capra aegagrus blythi,
231747,2627465,species,Bison sp. CRS-DY-42,
231882,27673,species,Plecotus cf. kolombatovici,
231883,27673,species,Plecotus wardi,
231953,2688256,species,Aotus sp. (in: primates),
232091,1032398,species,Plecotus sp.,
232336,2626615,species,Planigale sp. HHAM-2003,
232337,2641479,species,Sminthopsis sp. HHAM-2003,
233182,73860,species,Allactaga major,great jerboa
233183,1032398,species,Plecotus sp. JJJ-2003,
233765,9434,species,Myotis tricolor,Cape hairy bat
233766,9434,species,Myotis vivesi,fish-eating bat
233861,9431,genus,Corynorhinus,
234626,2776189,species,Orientallactaga sibirica,Mongolian five-toed jerboa
234627,39107,genus,Batomys,
234628,234627,species,Batomys granti,
234629,106344,species,Dendromus mesomelas,Brant's climbing mouse
234634,226545,species,Dremomys pernyi,orange-bellied Himalayan ground squirrel
234638,226679,species,Funisciurus carruthersi,Carruther's mountain squirrel
234639,226684,species,Heliosciurus undulatus,Zanj sun squirrel
234670,47972,species,Paraxerus ochraceus,ochre bush squirrel
234679,47972,species,Paraxerus vexillarius,Svynnerton's bush squirrel
234683,2634602,species,Ratufa sp. LSUMZ M3476,
234689,226574,species,Sundasciurus philippinensis,Philippine tree squirrel
234690,226859,species,Xerus inauris,South African ground squirrel
234933,183663,genus,Notiosorex,desert shrews
234934,234933,species,Notiosorex cockrumi,
235200,94189,species,Genetta angolensis,Angolan genet
235202,94189,species,Genetta victoriae,giant genet
235203,94189,species,Genetta cristata,
235204,94189,species,Genetta pardina,West African genet
235207,94189,species,Genetta poensis,
235208,94189,species,Genetta bourloni,
235209,2645884,species,Genetta sp. schoutedeni,
235557,9689,subspecies,Panthera leo persica x Panthera leo leo,
235648,9979,genus,Caprolagus,
235649,235648,species,Caprolagus hispidus,hispid hare
235650,42058,species,Pronolagus saundersiae,
235651,104113,species,Nesolagus timminsi,Annamite striped rabbit
235915,9688,species,Panthera leo x Panthera tigris,
236272,13149,species,Microcebus simmonsi,Simmons' mouse lemur
236275,13149,species,Microcebus jollyae,Jolly's mouse lemur
236288,9452,species,Lepilemur seali,
236481,84622,species,Lagidium peruanum,Northern viscacha
236487,84623,subspecies,Lagidium viscacia boxi,
236488,84623,subspecies,Lagidium viscacia perlutea,
237658,1873009,species,Petrosaltator rozeti,North African sengi
237659,2623089,species,Rhynchocyon sp. CJD-2003,
237984,138704,species,Lonchophylla chocoana,
237994,39107,genus,Archboldomys,
237995,237994,species,Archboldomys luzonensis,Isarog shrew-mouse
237997,39107,genus,Chrotomys,
237998,237997,species,Chrotomys gonzalesi,Isarog striped shrew-rat
237999,39107,genus,Rhynchomys,
238000,237999,species,Rhynchomys isarogensis,Isarog shrew-rat
238001,39107,genus,Apomys,
238002,238001,species,Apomys datae,
238003,238001,species,Apomys gracilirostris,large Mindoro forest mouse
238004,238001,species,Apomys hylocoetes,Mindanao mossy forest mouse
238005,238001,species,Apomys insignis,Mindanao montane forest mouse
238006,238001,species,Apomys microdon,Small Luzon forest mouse
238007,238001,species,Apomys musculus,Least Philippine forest mouse
238008,2638486,species,Apomys sp. F,
238010,2638486,species,Apomys sp. AC,
238011,2638486,species,Apomys sp. B,
238835,55155,species,Petaurista xanthotis,Chinese giant flying squirrel
239728,10117,subspecies,Rattus rattus diardii,Malayan black rat
240004,9379,species,Sorex thompsoni,Thompson's pygmy shrew
240218,337963,genus,Hodomys,
240219,240218,species,Hodomys alleni,Allen's woodrat
240371,45467,subspecies,Tamias dorsalis utahensis,
240372,64679,subspecies,Tamias amoenus affinis,
240373,64679,subspecies,Tamias amoenus luteiventris,
240374,3370376,subspecies,Neotamias cincericollis cinereus,
240375,45468,subspecies,Tamias minimus operarius,
240376,123795,subspecies,Tamias sonomae alleni,
240377,45474,subspecies,Tamias striatus fisheri,
240378,123796,subspecies,Tamias townsendii cooperi,
240584,10069,species,Akodon dolores,Dolorous grass mouse
240585,399316,species,Necromys temchuki,Temchuk's bolo mouse
240586,40141,genus,Thalpomys,
240587,240586,species,Thalpomys cerradensis,Cerrado mouse
240588,10069,species,Akodon iniscatus,intelligent grass mouse
241098,40141,genus,Brucepattersonius,
241099,241098,species,Brucepattersonius soricinus,
241100,40141,genus,Bibimys,
241101,241100,species,Bibimys chacoensis,Chaco crimson-nosed rat
241102,241100,species,Bibimys labiosus,large-lipped crimson-nosed rat
241103,241098,species,Brucepattersonius igniventris,
241142,156196,species,Abrothrix jelskii,Jelski's altiplano mouse
241143,40141,genus,Euneomys,
241144,241143,species,Euneomys chinchilloides,Patagonian chinchilla mouse
241146,89125,species,Scapteromys aquaticus,water rat
241147,2621197,species,Tylomys sp. USNM 464887,
241151,137207,subspecies,Oligoryzomys longicaudatus pampanus,
241152,29120,species,Oligoryzomys magellanicus,Magellanic pygmy rice rat
242126,2638347,species,Tupaia sp. FKN-2003,
242194,9438,subspecies,Tadarida brasiliensis brasiliensis,
242195,9438,subspecies,Tadarida brasiliensis cynocephala,
242196,9438,subspecies,Tadarida brasiliensis intermedia,
242197,9438,subspecies,Tadarida brasiliensis mexicana,
242384,258862,species,Mops pumilus,little free-tailed bat
242524,9611,species,Canis indica,
242525,9611,species,Canis himalayensis,Himalayan wolf
242598,2639906,species,Sylvilagus sp. PPW-2003,
242915,27673,species,Plecotus macrobullaris,
243066,2629648,species,Dryomys sp. SJS-2003,
243068,107278,species,Petromyscus monticularis,Brukkaros pygmy rock mouse
243070,10111,species,Praomys taitae,
243214,44233,species,Reithrodontomys microdon,small-toothed harvest mouse
243215,44233,species,Reithrodontomys gracilis,slender harvest mouse
243217,44233,species,Reithrodontomys bakeri,
244174,2631065,species,Sturnira sp. CAI-2003A,
244175,2631065,species,Sturnira sp. CAI-2003B,
244218,9665,species,Mustela strigidorsa,back-striped weasel
244255,9539,species,Macaca siberu,Siberut macaque
244585,55039,species,Urocyon littoralis,island gray fox
245070,867169,species,Myotis sp. CRB1612,
245071,2633232,species,Saccopteryx sp. CRB2490,
245093,2617868,species,Wiedomys sp. CRB 1878,
245180,2625157,species,Molossus sp. CRB2031,
245181,2637197,species,Calomys sp. CRB 1590,
245184,2635748,species,Oryzomys sp. CRB 968,
245787,240586,species,Thalpomys lasiotis,hairy-eared Cerrado mouse
246391,97208,subspecies,Peromyscus gratus gentilis,
246392,10040,species,Peromyscus melanophrys,plateau mouse
246395,10040,species,Peromyscus schmidlyi,
